job_id,job_title,required_skills,min_years_experience,max_years_experience,salary_min,salary_max,salary_currency,job_location,remote_allowed,job_posted_date,company_size,industry
2915,Junior ML Engineer,Scrum|Power BI|PySpark|Git|Scikit-learn|Power BI,1.0,4.0,37000,52000,USD,San Francisco,Yes,2024-10-21,1000+,Education
2916,Head of Data,Tailwind|Communication|FastAPI|Webpack|MongoDB|Git,11.0,17.0,130000,173000,EUR,london,Yes,2024-03-25,1000+,SaaS
2917,CTO,Webpack|CSS|MySQL|TypeScript|Scrum|Linux|Redux|Linux,12.0,15.0,130000,172000,EUR,Seattle,No,2024-02-05,51-200,SaaS
2918,Junior ML Engineer,Pandas|Scikit-learn|GraphQL|GraphQL|TensorFlow|Pandas|Kafka,1.0,7.0,30000,40000,USD,Dubai,,2024-09-05,51-200,IoT
2919,Junior Full Stack Developer,Redis|Node.js|FastAPI|FastAPI|Vue,2.0,5.0,42000,58000,USD,Mashhad,Yes,2024-10-19,1000+,SaaS
2920,Data Scientist,R|Python|XGBoost|Airflow,3.0,8.0,72000,100000,EUR,Vancouver,No,2024-07-20,1-10,Logistics
2921,Junior ML Engineer,Power BI|SQL|PySpark|Communication,2.0,4.0,45000,65000,USD,Boston,Yes,2024-10-23,11-50,Healthcare
2922,Senior Software Engineer,Kubernetes|Django|CICD,7.0,9.0,4600000000,5810000000,IRR,Istanbul,Yes,2023-01-23,1-10,Telecom
2923,Junior ML Engineer,Tableau|Kafka|Pandas,2.0,5.0,30000,39000,USD,Vancouver,No,2024-01-18,51-200,Energy
2924,VP Engineering,SASS|Communication|Agile,13.0,15.0,220000,287000,USD,Shiraz,Yes,2024-12-06,51-200,SaaS
2925,Junior Frontend Developer,TypeScript|JavaScript|Testing|CSS|Angular,2.0,,31000,41000,USD,Munich,Yes,2024-12-10,1000+,Manufacturing
2926,Full Stack Developer,,5.0,8.0,60000,72000,EUR,Istanbul,Hybrid,2023-08-17,1-10,Blockchain
2927,Lead Architect,Node.js|HTML|Testing|Linux|GraphQL,11.0,17.0,9240000000,11020000000,IRR,Singapore,Yes,2023-05-04,11-50,Fintech
2928,Head of Data,REST API|Linux|Next.js,8.0,10.0,140000,164000,USD,Amsterdam,No,2023-03-09,,Biotech
2929,JUNIOR FULL STACK DEVELOPER,Tailwind|Spring|CSS|Testing|Redux|Kafka,0.0,3.0,34000,43000,USD,Dubai,No,2024-08-31,201-1000,Blockchain
2930,Senior Backend Developer,Go|Kafka|RabbitMQ|C#|PostgreSQL|PostgreSQL,9.0,12.0,100000,123000,USD,Berlin,No,2024-02-06,201-1000,Cloud
2931,Senior Software Engineer ,Django|CSS|Vue|Communication|Scrum|JavaScript|YAML|Agile,5.0,9.0,100000,127000,USD,Madrid,Yes,2023-12-22,1000+,Real Estate
2932,Full Stack Developer,Express|Svelte|Kafka|Linux,3.0,9.0,71000,95000,EUR,Singapore,No,2024-12-18,201-1000,AI/ML
2933,Solutions Architect (Senior),Next.js|Docker|MySQL,9.0,13.0,100000,142000,USD,Toronto,No,2024-11-28,201-1000,Transportation
2934,Senior Full Stack Developer,Redux|Tailwind|Java|TypeScript|PostgreSQL|Express|Agile,6.0,8.0,148000,197000,EUR,Madrid,Yes,2024-01-12,1000+,InsurTech
2935,Systems Engineer,Docker|Java|Kubernetes|YAML|REST API|Angular|Scrum,3.0,5.0,60000,76000,USD,Karaj,Hybrid,2024-04-07,201-1000,SaaS
2936,Senior ML Engineer,,6.0,11.0,107000,125000,USD,Paris,Yes,2023-07-02,1000+,Cybersecurity
2937,Engineering Manager,REST API|Kafka|Communication|Problem-Solving|Python|GraphQL|Go,11.0,15.0,140000,201000,USD,London,No,2024-11-21,1000+,Transportation
2938,Junior Full Stack Developer,JavaScript|HTML|Redis,2.0,4.0,34000,49000,EUR,Munich,Yes,2024-05-08,1000+,Real Estate
2939,Junior Backend Developer,Flask|FastAPI|MySQL|Django|Communication|Django|Flask,1.0,4.0,28000,35000,EUR,New York,No,2023-01-13,201-1000,Healthcare
2940,CTO,JSON|Scrum|YAML|PostgreSQL,11.0,16.0,130000,185000,EUR,Tokyo,No,2024-07-26,201-1000,Transportation
2941,Engineering Manager,Testing|Linux|YAML|Flask|C#|JSON|CICD,10.0,12.0,211000,271000,USD,Tabriz,Yes,2024-09-22,1000+,InsurTech
2942,Lead Architect,Scrum|JSON|Testing|Kubernetes|Scrum|FastAPI|Scrum|Vue,15.0,19.0,151000,196000,EUR,Toronto,No,2024-07-16,201-1000,Transportation
2943,Junior DevOps Engineer,Terraform|Prometheus|Terraform,1.0,5.0,60000,73000,USD,MASHHAD,No,2023-07-07,201-1000,E-commerce
2944,Solutions Architect,Git|Spring|Webpack|Kubernetes|Redux|C#|Redux|Node.js,4.0,9.0,60000,70000,USD,Munich,Yes,2023-09-03,11-50,Real Estate
2945,Senior Full Stack Developer,TypeScript|Redux|C#|Kafka|YAML|RabbitMQ|Git,8.0,13.0,100000,137000,USD,Berlin,Hybrid,2024-05-14,51-200,Transportation
2946,Solutions Architect ,Agile|Go|TypeScript|Vue,5.0,7.0,60000,86000,USD,Tehran,No,2023-01-31,1000+,Energy
2947,Frontend Developer,Next.js|HTML|SASS|Next.js|Webpack|Webpack,3.0,9.0,2520000000,3190000000,IRR,Manchester,Yes,2023-02-09,51-200,Telecom
2948,Lead Architect,Git|Kubernetes|Go|Java,11.0,13.0,6490000000,7710000000,IRR,Vancouver,No,2023-01-28,51-200,AdTech
2949,DevOps Engineer,Go|GitLab-CI|Ansible|Docker|Grafana|Linux|AWS|GitLab-CI,3.0,8.0,2520000000,3460000000,IRR,Qom,Hybrid,2023-05-23,1000+,Healthcare
2950,Senior Frontend Developer,Scrum|Problem-Solving|Next.js|TypeScript|Svelte|GraphQL|Next.js,7.0,11.0,100000,137000,USD,Manchester,Yes,2024-10-20,11-50,IoT
2951,Senior Backend Developer,Express|Spring|Express,7.0,13.0,117000,147000,USD,New York,Yes,2023-12-16,51-200,Retail
2952,Senior Backend Developer,Python|Django|Python|Python,10.0,13.0,112000,135000,USD,Toronto,Yes,2023-05-20,1-10,Gaming
2953,VP Engineering,HTML|Git|Go|Vue|CSS|Kafka|Agile,8.0,10.0,130000,185000,EUR,Sydney,Yes,2024-12-06,11-50,Cloud
2954,Database Administrator,C#|Python|Agile|C#,3.0,7.0,3230000000,4510000000,IRR,Toronto,No,2024-01-03,51-200,Fintech
2955,VP Engineering,Redux|GraphQL|Redux|Scrum|Spring|Kubernetes|Scrum,12.0,15.0,140000,193000,USD,Mashhad,Yes,2023-05-03,1-10,IoT
2956,Junior DevOps Engineer,Docker|Kubernetes|Terraform|GitLab-CI|GCP|Jenkins|Jenkins|Express,2.0,8.0,30000,38000,USD,Tehran,Hybrid,2023-01-20,51-200,E-commerce
2957,Database Administrator,Problem-Solving|Angular|Express|Java|Next.js|Next.js|Kubernetes,2.0,4.0,2520000000,3320000000,IRR,Isfahan,,2023-01-28,201-1000,AI/ML
2958,Sr. Software Engineer,JSON|Tailwind|Scrum,7.0,11.0,148000,207000,EUR,Boston,Hybrid,2023-10-31,51-200,AdTech
2959,Head of Data,SASS|React|MySQL|HTML,13.0,19.0,140000,196000,USD,Austin,No,2023-03-15,1000+,AdTech
2960,Junior Web Developer,Svelte|JavaScript|React|Svelte|Node.js|Django|TypeScript|Node.js,2.0,5.0,30000,37000,USD,San Francisco,No,2024-12-11,,Gaming
2961,Sr. Full Stack Developer,Svelte|TypeScript|JavaScript|Docker|Express|TypeScript,8.0,13.0,100000,134000,USD,Tabriz,No,2023-12-12,11-50,Media
2962,Solutions Architect,Kafka|React|Agile|Docker|Testing,2.0,5.0,100000,128000,USD,Karaj,Yes,2023-10-29,201-1000,Cloud
2963,Software Developer Intern,Kubernetes|Linux|GraphQL,1.0,5.0,38000,50000,EUR,Munich,Yes,2023-01-10,1000+,LegalTech
2964,Frontend Developer,TypeScript|CSS|Redux,5.0,11.0,100000,142000,USD,Dubai,No,2023-03-14,201-1000,Travel
2965,Systems Engineer,Redux|GraphQL|Agile|FastAPI|TypeScript|Redux|JavaScript,2.0,6.0,60000,76000,USD,New York,Hybrid,2023-09-23,1000+,Healthcare
2966,Tech Lead,JavaScript|GraphQL|Django|FastAPI|Node.js|Next.js|MySQL,15.0,17.0,170000,234000,EUR,Tokyo,No,2024-02-15,51-200,Cloud
2967,Full Stack Developer,Docker|Problem-Solving|Agile|Testing|Webpack,5.0,9.0,2520000000,3000000000,IRR,Seattle,Yes,2023-09-28,201-1000,AI/ML
2968,Data Scientist,Agile|PySpark|LightGBM|PyTorch|Communication|PyTorch|XGBoost,,5.0,56000,72000,EUR,San Francisco,,2023-12-12,201-1000,Energy
2969,Frontend Developer,Webpack|Svelte|REST API|CSS|SASS,2.0,6.0,56000,79000,EUR,Tehran,Yes,2024-04-15,51-200,E-commerce
2970,Data Analyst,Scrum|Linux|TensorFlow|PySpark,3.0,,77000,109000,USD,Amsterdam,Yes,2024-05-14,11-50,Telecom
2971,Web Developer,MongoDB|SASS|React|Vue|REST API|SASS|SASS|MongoDB,3.0,8.0,60000,72000,USD,Manchester,No,2023-01-06,201-1000,Cybersecurity
2972,Junior ML Engineer,dbt|Scikit-learn|MySQL,2.0,4.0,46000,53000,USD,Tokyo,Hybrid,2024-03-15,201-1000,IoT
2973,Data Scientist,Git|TensorFlow|PySpark|Power BI|Power BI|LightGBM|XGBoost,4.0,,69000,91000,EUR,Karaj,Hybrid,2024-01-31,51-200,SaaS
2974,DevOps Engineer,Linux|Prometheus|GitLab-CI|Ansible,4.0,7.0,60000,85000,USD,Tehran,Yes,2023-03-17,51-200,Automotive
2975,Full Stack Developer,Tailwind|REST API|C#|Linux|HTML,4.0,9.0,67000,78000,EUR,San Francisco,No,07/11/2023,11-50,Fintech
2976,Tech Lead,REST API|Testing|C#|Kubernetes|MongoDB|REST API|Communication,11.0,14.0,220000,286000,USD,Madrid,Yes,2024-10-06,51-200,IoT
2977,Senior ML Engineer,SQL|TensorFlow|PyTorch|SQL|Scikit-learn,7.0,13.0,124000,165000,USD,Boston,Yes,2023-05-24,11-50,Cloud
2978,VP Engineering,Communication|Testing|MongoDB|Tailwind|Testing,12.0,17.0,140000,168000,USD,San Francisco  ,,2023-05-16,1000+,Healthcare
2979,Senior DevOps Engineer,Kubernetes|Git|Ansible,5.0,8.0,4200000000,5310000000,IRR,Tokyo,Yes,2024-07-23,11-50,Blockchain
2980,Solutions Architect,Communication|Linux|Svelte|Spring|Communication|GraphQL|Communication,2.0,5.0,60000,79000,USD,Qom,No,2023-03-06,51-200,Transportation
2981,DevOps Engineer,Spring|C#|Prometheus|Problem-Solving|Kubernetes|GitLab-CI|JSON|Jenkins,3.0,9.0,71000,98000,EUR,Austin,No,2024-04-25,201-1000,Cloud
2982,Senior ML Engineer,Docker|Spark|Redis,6.0,9.0,6720000000,8360000000,IRR,Seattle,Yes,2023-11-08,1000+,Fintech
2983,junior full stack developer,Express|Node.js|Webpack|MongoDB|Angular|C#|SASS,,5.0,31000,42000,USD,London,No,2024-08-15,11-50,Education
2984,Senior Frontend Developer,Scrum|Webpack|Next.js|Agile|Tailwind|CSS,5.0,7.0,100000,141000,USD,Isfahan,No,2023-01-05,51-200,Healthcare
2985,Junior Software Engineer,Java|YAML|PostgreSQL|CSS|SASS|JavaScript|REST API|CICD,0.0,3.0,30000,42000,USD,London,Hybrid,2023-09-03,201-1000,InsurTech
2986,Tech Lead,Python|Testing|Agile|GraphQL,9.0,14.0,140000,169000,USD,Remote,Yes,2023-04-08,11-50,Cybersecurity
2987,Junior Frontend Developer,Vue|HTML|Angular|REST API|Redux|React,0.0,5.0,30000,42000,USD,Istanbul,No,2024-08-30,1-10,Real Estate
2988,Web Developer,Vue|Docker|Webpack|Redux,3.0,5.0,77000,95000,USD,Singapore,Hybrid,2024-04-28,,LegalTech
2989,data scientist,LightGBM|dbt|Pandas|Scikit-learn,3.0,,79000,109000,USD,Toronto,No,2024-10-08,201-1000,Manufacturing
2990,Frontend Developer,Next.js|Redux|GraphQL|React|HTML,5.0,,89000,122000,USD,Dubai,,2023-08-14,,AdTech
2991,Junior Software Engineer,Communication|FastAPI|Redux|Git|SASS,2.0,6.0,30000,42000,USD,Sydney,Hybrid,2023-07-13,,Gaming
2992,VP Engineering,Redux|Vue|Webpack|REST API|Express|Problem-Solving|YAML,8.0,10.0,130000,166000,EUR,Toronto,No,2024-08-12,51-200,Fintech
2993,Senior Frontend Developer,Webpack|Tailwind|Angular,8.0,10.0,4200000000,5410000000,IRR,New York,Hybrid,2024-03-26,51-200,Blockchain
2994,Principal Engineer,SASS|Express|Webpack|Node.js,8.0,11.0,220000,289000,USD,Remote,No,2024-09-11,201-1000,AdTech
2995,Database Administrator,PostgreSQL|REST API|REST API,5.0,8.0,60000,73000,USD,Karaj,No,2024-02-02,1000+,Retail
2996,Full Stack Developer,REST API|TypeScript|JavaScript|Python,5.0,9.0,60000,75000,USD,Dubai,,2023-04-10,201-1000,InsurTech
2997,Tech Lead,Node.js|GraphQL|TypeScript|CSS|Tailwind|Problem-Solving,8.0,12.0,134000,177000,EUR,Berlin,Yes,2024-05-24,51-200,IoT
2998,Systems Engineer,PostgreSQL|YAML|GraphQL|Communication|CSS|Problem-Solving|TypeScript,4.0,9.0,60000,78000,USD,Qom,No,2024-02-10,11-50,Blockchain
2999,Lead Architect,Express|TypeScript|Kafka|Agile|REST API|Scrum|Testing,10.0,16.0,184000,244000,USD,Shiraz,Hybrid,2023-06-14,,Education
3000,Senior Data Scientist,,9.0,15.0,100000,144000,USD,Seattle,Hybrid,2024-02-29,51-200,Automotive
3001,Junior Backend Developer,Docker|Testing|PostgreSQL|Java|Redis|Go|MongoDB|Go,2.0,8.0,30000,42000,USD,Vancouver,No,2024-07-01,1000+,Cloud
3002,Head of Data,Agile|FastAPI|Scrum|JSON,12.0,14.0,141000,202000,USD,Istanbul,Hybrid,2023-11-21,1000+,Real Estate
3003,Junior Backend Developer,Express|Go|MySQL|Flask|MongoDB|C#|Spring|PostgreSQL,2.0,8.0,1370000000,1980000000,IRR,Sydney,No,2023-08-23,1-10,AI/ML
3004,Junior Software Engineer,JavaScript|Git|GraphQL,0.0,4.0,33000,45000,USD,Mashhad,Yes,2023-10-26,51-200,LegalTech
3005,Solutions Architect,Node.js|Docker|Django|Tailwind|Svelte|Node.js|Spring|Agile,2.0,7.0,68000,87000,EUR,Vancouver,No,2024-09-03,201-1000,Energy
3006,Database Administrator,Scrum|Scrum|Kafka,3.0,9.0,60000,84000,USD,San Francisco,Yes,2024-07-15,201-1000,Travel
3007,Director of Engineering,Django|Communication|CICD|GraphQL,8.0,14.0,140000,202000,USD,London,No,2023-03-16,1000+,Healthcare
3008,ML Engineer,NumPy|Express|TensorFlow|Spring|Tableau|Django,3.0,8.0,60000,85000,USD,New York,Yes,2024-07-01,11-50,Logistics
3009,DevOps Engineer,Prometheus|Prometheus|REST API|Docker,4.0,8.0,2930000000,3720000000,IRR,New York,Yes,2024-08-10,51-200,Retail
3010,senior devops engineer,GitLab-CI|Azure|Kubernetes|Ansible|Azure|C#,6.0,8.0,100000,120000,USD,Boston,Hybrid,2024-01-06,201-1000,Logistics
3011,Junior ML Engineer,Docker|PySpark|TensorFlow,2.0,4.0,28000,34000,EUR,Munich,No,2024-04-24,201-1000,Gaming
3012,Solutions Architect (Senior),Docker|Svelte|Git,7.0,,122000,177000,EUR,Berlin,,2024-07-26,201-1000,IoT
3013,Junior Web Developer,FastAPI|FastAPI|MongoDB|Spring|JavaScript|YAML|Tailwind|REST API,2.0,5.0,30000,41000,EUR,Sydney,Yes,2023-06-30,201-1000,Real Estate
3014,Data Analyst,GraphQL|GraphQL|TensorFlow,2.0,7.0,2520000000,3320000000,IRR,Karaj,Hybrid,2023-01-11,11-50,Real Estate
3015,Engineering Manager,CICD|GraphQL|JSON|YAML,12.0,18.0,183000,261000,USD,Tokyo,,2024-04-17,1000+,InsurTech
3016,Senior Backend Developer,MySQL|Flask|C#|Redis|Express|RabbitMQ|Java,10.0,15.0,103000,136000,USD,Toronto,No,2023-02-06,51-200,Blockchain
3017,Head of Data,Docker|Linux|Kafka|TypeScript,8.0,14.0,140000,173000,USD,Austin,Hybrid,2023-08-08,201-1000,AdTech
3018,ML Engineer,Airflow|PyTorch|Spark|TensorFlow,5.0,7.0,60000,73000,USD,Dubai,No,2023-05-25,201-1000,Energy
3019,Senior DevOps Engineer,Ansible|Linux|GCP|GCP|Terraform|MongoDB|Jenkins|GCP,10.0,16.0,138000,178000,USD,Toronto,No,2024-02-13,201-1000,Telecom
3020,Data Analyst,Tableau|GraphQL|R,3.0,,97000,123000,USD,Amsterdam,Yes,2024-03-08,51-200,Telecom
3021,senior frontend developer,TypeScript|SASS|Agile|Webpack|React|JSON|Webpack,10.0,16.0,111000,157000,USD,Remote,Yes,2024-10-17,201-1000,Manufacturing
3022,Junior Software Engineer,JavaScript|React|Python|Agile|CICD|Flask|Linux,2.0,8.0,32000,41000,USD,Boston,No,2023-03-13,51-200,AdTech
3023,Systems Engineer,Git|Svelte|YAML|Next.js,4.0,7.0,60000,77000,USD,Hamburg,Yes,2024-12-15,51-200,InsurTech
3024,Junior Backend Developer,MongoDB|PostgreSQL|Redis,1.0,,37000,44000,EUR,Shiraz,No,2024-01-09,11-50,Education
3025,Data Analyst,PySpark|Power BI|Pandas|PyTorch|TensorFlow|REST API|SQL|CICD,3.0,8.0,74000,94000,USD,Madrid,Yes,2024-11-07,,IoT
3026,VP Engineering,CICD|Webpack|CSS|REST API|YAML|MySQL,14.0,17.0,182000,225000,USD,Munich,No,2023-02-24,201-1000,Retail
3027,Senior Frontend Developer,TypeScript|Next.js|JavaScript|Vue|CICD|Svelte,5.0,8.0,100000,124000,USD,London,Yes,2023-10-21,1-10,Fintech
3028,Engineering Manager,RabbitMQ|Problem-Solving|Agile|Agile|Linux|GraphQL|Docker,,12.0,131000,169000,EUR,qom,No,2023-03-13,201-1000,Travel
3029,Head of Data,Scrum|Flask|CSS|Linux|Kubernetes|C#,13.0,18.0,140000,201000,USD,Sydney,No,2023-05-29,201-1000,InsurTech
3030,Database Administrator,FastAPI|Next.js|Git|Django|MongoDB|GraphQL|Git|Express,5.0,10.0,2890000000,3400000000,IRR,Paris,No,2024-06-15,11-50,Automotive
3031,DevOps Engineer,AWS|Ansible|Docker|Linux,5.0,7.0,66000,92000,USD,Mashhad,Hybrid,2023-06-04,1000+,Media
3032,Tech Lead,Scrum|RabbitMQ|REST API|RabbitMQ|JavaScript,10.0,16.0,186000,245000,USD,Madrid,No,2024-07-11,201-1000,IoT
3033,Data Scientist,Pandas|PyTorch|PySpark,5.0,7.0,2520000000,3480000000,IRR,Dubai,Yes,2024-07-28,11-50,InsurTech
3034,Head of Data,Express|Scrum|GraphQL,13.0,16.0,202000,270000,USD,Tabriz,No,2024-07-02,201-1000,Gaming
3035,Principal Engineer,YAML|Agile|Agile|GraphQL|CICD|Java,10.0,14.0,147000,205000,EUR,Qom,Hybrid,2024-09-22,201-1000,Manufacturing
3036,Junior Full Stack Developer,,0.0,,43000,51000,EUR,Vancouver,Yes,2023-02-20,11-50,Healthcare
3037,Senior Full Stack Developer,Kubernetes|Angular|HTML|HTML,10.0,13.0,129000,152000,USD,Qom,No,2024-03-24,201-1000,InsurTech
3038,Junior Web Developer,Node.js|Django|Scrum|Kafka|Django|HTML|MongoDB,2.0,4.0,44000,64000,USD,San Francisco,Yes,2024-02-16,1000+,AdTech
3039,Systems Engineer,Java|Java|REST API|MongoDB|Python|MySQL|REST API,5.0,7.0,60000,83000,USD,Munich,No,2023-02-11,1000+,Travel
3040,Full Stack Developer,Kafka|Next.js|Node.js|FastAPI,-1.0,4.0,75000,101000,EUR,Tokyo,No,2023-03-08,1000+,Travel
3041,Senior Backend Developer ,,6.0,11.0,4630000000,6610000000,IRR,Isfahan,Yes,2024-06-04,,InsurTech
3042,Senior Data Scientist,Git|Pandas|Testing|Tableau|JSON,5.0,11.0,93000,129000,EUR,Manchester,Yes,2023-08-19,201-1000,Automotive
3043,ML Engineer,PyTorch|XGBoost|Python|Node.js,3.0,,100000,133000,USD,New York,Yes,2023-05-19,201-1000,Biotech
3044,Tech Lead,CICD|Scrum|JavaScript|YAML|CICD|Testing,9.0,14.0,5880000000,6880000000,IRR,Sydney,No,2023-01-14,51-200,Logistics
3045,Solutions Architect,MySQL|RabbitMQ|Next.js|Express,2.0,8.0,93000,121000,EUR,Amsterdam,Yes,2023-07-23,51-200,Travel
3046,Junior Frontend Developer,HTML|TypeScript|Linux|REST API|Vue|Testing|Webpack|Svelte,1.0,6.0,28000,33000,EUR,Remote,No,2023-06-22,51-200,Fintech
3047,Frontend Developer,CSS|Redux|Redux|React,5.0,7.0,60000,84000,USD,Dubai,Hybrid,15/01/2023,,Gaming
3048,Lead Architect,Communication|Python|Redis|Problem-Solving|Redis|Tailwind|JSON|MySQL,12.0,18.0,198000,245000,EUR,Mashhad,Yes,2024-03-28,51-200,InsurTech
3049,Frontend Developer,Vue|Vue|React|TypeScript|Svelte|Vue|Scrum|Svelte,2.0,5.0,56000,71000,EUR,Tabriz,No,2023-07-14,51-200,Gaming
3050,Junior Frontend Developer,React|JavaScript|JavaScript|SASS|React,1.0,,1450000000,2090000000,IRR,Munich,No,2024-10-15,11-50,Retail
3051,DevOps Engineer,Kafka|Jenkins|GCP|Docker,5.0,8.0,76000,108000,USD,Amsterdam,No,2023-09-08,1000+,Healthcare
3052,Web Developer,,4.0,8.0,71000,84000,USD,Tehran,No,2023-03-13,51-200,Cloud
3053,Senior ML Engineer,Tableau|C#|TensorFlow|Scikit-learn|PyTorch|Python|Airflow|PySpark,-1.0,3.0,100000,140000,USD,Hamburg,Hybrid,2023-02-22,201-1000,Biotech
3054,Software Developer Intern,CSS|Spring|JSON|Kafka|Git|Scrum|Node.js,2.0,6.0,28000,38000,EUR,Seattle,No,2024-07-15,51-200,Cybersecurity
3055,Junior Backend Developer,Kubernetes|Java|REST API|Kubernetes|Linux|Scrum,1.0,6.0,1260000000,1750000000,IRR,Singapore,No,2024-12-02,201-1000,Automotive
3056,Solutions Architect (Senior),PostgreSQL|MySQL|Linux|Tailwind,7.0,12.0,4500000000,5450000000,IRR,Manchester,Hybrid,2024-04-23,11-50,AdTech
3057,Systems Engineer,Docker|Express|Communication|GraphQL|Testing|CICD|Python|Redis,5.0,7.0,56000,69000,EUR,Madrid,No,2023-06-07,201-1000,Healthcare
3058,Junior Frontend Developer,Svelte|React|Svelte,1.0,7.0,28000,39000,EUR,Mashhad,Hybrid,2024-06-06,201-1000,Blockchain
3059,Database Administrator,Spring|Go|Testing|TypeScript|React,3.0,5.0,73000,102000,USD,Karaj,No,2023-09-13,201-1000,Education
3060,Junior DevOps Engineer,AWS|GCP|Nginx|Grafana|Prometheus|REST API|GitLab-CI,2.0,8.0,30000,37000,USD,Seattle,No,2024-02-11,201-1000,Healthcare
3061,Software Developer Intern,Node.js|Express|Testing|JSON|TypeScript|Docker,0.0,5.0,28000,37000,EUR,Tabriz,No,2023-09-25,1000+,InsurTech
3062,VP Engineering,FastAPI|REST API|Express|Git|GraphQL,10.0,13.0,5880000000,7730000000,IRR,Hamburg,Hybrid,2024-12-30,51-200,InsurTech
3063,WEB DEVELOPER,Angular|PostgreSQL|Redux|C#,3.0,,56000,77000,EUR,Manchester,Hybrid,2023-06-23,51-200,LegalTech
3064,Junior Full Stack Developer,React|HTML|JavaScript|JavaScript|Next.js|SASS|CSS,2.0,4.0,30000,42000,USD,Isfahan,Hybrid,2023-09-15,201-1000,Education
3065,CTO,Next.js|Scrum|MySQL|Agile,-1.0,1.0,140000,196000,USD,Berlin,No,2024-02-10,1-10,LegalTech
3066,Junior Web Developer,TypeScript|RabbitMQ|Webpack|Tailwind|YAML,0.0,2.0,30000,37000,USD,BOSTON,Hybrid,2024-09-28,1000+,AI/ML
3067,CTO,,8.0,11.0,5880000000,8000000000,IRR,Tokyo,Hybrid,2023-04-30,1000+,Travel
3068,Data Analyst,SQL|Airflow|PySpark|LightGBM|REST API|dbt,5.0,7.0,60000,76000,USD,Singapore,Yes,2024-08-11,51-200,LegalTech
3069,Principal Engineer,Go|Next.js|Kafka|Go|Linux|Testing|Scrum,14.0,17.0,9240000000,12600000000,IRR,Tabriz,Yes,2023-05-01,51-200,Telecom
3070,Tech Lead,YAML|Testing|Python|Spring,15.0,,164000,199000,USD,Austin,Hybrid,2023-08-20,1-10,Cloud
3071,Engineering Manager,Communication|Communication|Git|YAML|Flask|Python,13.0,15.0,140000,167000,USD,Manchester,Yes,2024-02-06,51-200,Blockchain
3072,Head of Data,Communication|Angular|Express|Communication|TypeScript|Scrum,10.0,13.0,159000,226000,EUR,Madrid,Yes,2023-05-29,201-1000,Energy
3073,Tech Lead,Express|Flask|Next.js,-1.0,1.0,140000,178000,USD,Tokyo,No,2023-12-27,51-200,Healthcare
3074,Senior Full Stack Developer,Scrum|Next.js|React|C#,6.0,8.0,112000,147000,USD,Vancouver,Yes,2024-09-08,1000+,Transportation
3075,Web Developer,Webpack|FastAPI|MongoDB|Angular|CSS|Redux|JavaScript,5.0,,60000,83000,USD,Tabriz,No,2023-08-28,201-1000,Gaming
3076,Data Analyst,Problem-Solving|CICD|GraphQL|NumPy|GraphQL,4.0,8.0,68000,82000,USD,Toronto,Yes,2024-07-10,51-200,LegalTech
3077,Solutions Architect (Senior),GraphQL|JSON|Docker|GraphQL|Linux|Scrum|Python|JSON,9.0,11.0,5800000000,7480000000,IRR,Boston,No,2024-03-11,51-200,Transportation
3078,Full Stack Developer,JavaScript|Redis|Go|Kafka|MySQL|JavaScript|JavaScript|Flask,4.0,10.0,60000,70000,USD,Tehran,Yes,2023-07-29,51-200,Blockchain
3079,Systems Engineer,Problem-Solving|PostgreSQL|REST API|Linux,2.0,8.0,60000,73000,USD,Shiraz,Yes,2024-04-07,51-200,AI/ML
3080,Head of Data,YAML|MySQL|FastAPI|CICD|MySQL|Agile,14.0,19.0,140000,200000,USD,austin,Hybrid,2023-07-08,201-1000,InsurTech
3081,Director of Engineering,JSON|Express|FastAPI|Testing|React|Communication|Express|Problem-Solving,12.0,15.0,165000,206000,USD,Tabriz,No,2023-03-19,201-1000,InsurTech
3082,Head of Data,Agile|JSON|MongoDB|JSON|Problem-Solving|Node.js,8.0,12.0,140000,179000,USD,Toronto,Yes,2023-07-07,51-200,SaaS
3083,Software Engineer,Git|Agile|Problem-Solving|YAML,4.0,9.0,60000,70000,USD,Karaj,No,2024-09-12,11-50,Automotive
3084,Senior DevOps Engineer,Prometheus|Kubernetes|Azure|Nginx|Grafana|Nginx|FastAPI,7.0,11.0,5190000000,6470000000,IRR,Shiraz,Yes,2024-02-22,,Travel
3085,Principal Engineer,YAML|Flask|GraphQL|Flask|MongoDB|Scrum|Java,10.0,13.0,143000,203000,USD,Hamburg,No,2023-04-06,,Education
3086,Lead Architect,Java|Redux|Git|Java|Agile,13.0,16.0,149000,176000,USD,Tehran,Yes,2023-04-23,201-1000,AdTech
3087,Senior Data Scientist,CICD|LightGBM|XGBoost|CICD|TensorFlow,5.0,,100000,120000,USD,Istanbul,No,2024-12-02,201-1000,InsurTech
3088,DevOps Engineer,Jenkins|Terraform|Ansible|Terraform|Kubernetes|Python|AWS,2.0,6.0,60000,70000,USD,Vancouver,Yes,2024-07-31,201-1000,Media
3089,Junior DevOps Engineer,Kubernetes|Prometheus|Nginx,1.0,6.0,35000,46000,USD,Tehran,Yes,2024-10-17,1000+,SaaS
3090,Solutions Architect (Senior),RabbitMQ|Express|JSON,5.0,8.0,145000,177000,EUR,Tehran,No,2023-08-15,201-1000,IoT
3091,Junior Frontend Developer,GraphQL|Redux|CSS|HTML|Agile,2.0,8.0,41000,50000,USD,Remote,Yes,2023-04-08,11-50,Biotech
